x,y,bucket,longitude,latitude,speed
620.876,159.314,3,-122.408,37.734,24.269
361.672,458.751,3,-122.451,37.781,15.126
530.456,426.896,2,-122.423,37.776,10.514
235.084,108.346,3,-122.472,37.726,15.422
506.344,605.284,2,-122.427,37.804,11.901
6.020,414.154,1,-122.51,37.774,9.917
536.484,331.331,2,-122.422,37.761,11.467
657.044,152.943,3,-122.402,37.733,16.482
-12.064,439.638,2,-122.513,37.778,13.483
434.008,286.734,3,-122.439,37.754,22.153
247.140,560.687,3,-122.47,37.797,15.921
409.896,458.751,3,-122.443,37.781,15.278
464.148,458.751,1,-122.434,37.781,9.616
554.568,535.203,2,-122.419,37.793,13.704
114.524,401.412,2,-122.492,37.772,12.596
747.464,414.154,2,-122.387,37.774,10.556
470.176,165.685,2,-122.433,37.735,10.115
458.120,490.606,1,-122.435,37.786,9.567
494.288,82.862,1,-122.429,37.722,9.982
578.680,344.073,2,-122.415,37.763,10.580
247.140,446.009,2,-122.47,37.779,10.318
349.616,382.299,1,-122.453,37.769,9.770
66.300,267.621,2,-122.5,37.751,13.924
554.568,121.088,3,-122.419,37.728,19.641
229.056,496.977,2,-122.473,37.787,13.536
102.468,446.009,2,-122.494,37.779,10.730
283.308,458.751,2,-122.464,37.781,12.240
693.212,420.525,2,-122.396,37.775,13.144
156.720,114.717,3,-122.485,37.727,15.241
542.512,286.734,2,-122.421,37.754,10.799
771.576,152.943,1,-122.383,37.733,9.810
452.092,248.508,1,-122.436,37.748,9.695
892.136,127.459,3,-122.363,37.729,20.833
663.072,191.169,3,-122.401,37.739,23.027
277.280,70.120,1,-122.465,37.72,9.871
72.328,248.508,2,-122.499,37.748,11.183
446.064,25.523,1,-122.437,37.713,9.732
180.832,395.041,2,-122.481,37.771,12.389
301.392,184.798,2,-122.461,37.738,10.901
584.708,426.896,2,-122.414,37.776,10.510
590.736,388.670,5,-122.413,37.77,14.417
542.512,114.717,3,-122.421,37.727,24.285
488.260,471.493,2,-122.43,37.783,10.785
699.240,388.670,3,-122.395,37.77,21.055
283.308,0.039,3,-122.464,37.709,15.556
548.540,89.233,3,-122.42,37.723,26.111
210.972,152.943,2,-122.476,37.733,12.691
192.888,6.410,3,-122.479,37.71,16.944
259.196,522.461,3,-122.468,37.791,18.056
217.000,235.766,2,-122.475,37.746,11.568
301.392,573.429,2,-122.461,37.799,13.889
464.148,490.606,1,-122.434,37.786,9.905
488.260,101.975,3,-122.43,37.725,24.444
488.260,509.719,2,-122.43,37.789,11.083
132.608,203.911,2,-122.489,37.741,10.333
355.644,261.250,2,-122.452,37.75,11.457
355.644,101.975,2,-122.452,37.725,10.454
162.748,203.911,2,-122.484,37.741,10.903
349.616,395.041,2,-122.453,37.771,12.500
687.184,12.781,1,-122.397,37.711,9.435
566.624,248.508,2,-122.417,37.748,11.004
403.868,477.864,2,-122.444,37.784,13.750
578.680,611.655,2,-122.415,37.805,10.350
470.176,267.621,2,-122.433,37.751,10.205
415.924,484.235,1,-122.442,37.785,9.743
554.568,503.348,2,-122.419,37.788,10.053
96.440,471.493,2,-122.495,37.783,11.221
