x,y,bucket,longitude,latitude,speed
186.860,516.090,2,-122.48,37.79,11.667
301.392,433.267,1,-122.461,37.777,9.534
500.316,509.719,2,-122.428,37.789,11.667
868.024,554.316,3,-122.367,37.796,15.741
271.252,344.073,1,-122.466,37.763,9.954
819.800,618.026,3,-122.375,37.806,24.815
96.440,446.009,2,-122.495,37.779,11.316
638.960,516.090,5,-122.405,37.79,10.337
168.776,344.073,5,-122.483,37.763,10.833
458.120,414.154,2,-122.435,37.774,12.225
247.140,509.719,3,-122.47,37.789,16.667
72.328,51.007,2,-122.499,37.717,13.484
331.532,229.395,5,-122.456,37.745,10.278
578.680,280.363,5,-122.415,37.753,10.622
446.064,446.009,1,-122.437,37.779,9.444
391.812,452.380,5,-122.446,37.78,10.278
608.820,407.783,2,-122.41,37.773,12.389
687.184,101.975,3,-122.397,37.725,21.389
687.184,509.719,2,-122.397,37.789,11.683
825.828,496.977,5,-122.374,37.787,10.556
48.216,254.879,3,-122.503,37.749,23.056
337.560,586.171,5,-122.455,37.801,10.533
150.692,197.540,3,-122.486,37.74,20.139
391.812,331.331,1,-122.446,37.761,9.952
494.288,541.574,5,-122.429,37.794,10.470
198.916,388.670,2,-122.478,37.77,13.931
675.128,605.284,2,-122.399,37.804,11.389
482.232,395.041,2,-122.431,37.771,11.389
825.828,140.201,2,-122.374,37.731,13.911
542.512,541.574,1,-122.421,37.794,9.710
530.456,592.542,2,-122.423,37.802,11.102
446.064,38.265,2,-122.437,37.715,11.255
223.028,618.026,2,-122.474,37.806,11.420
602.792,554.316,5,-122.411,37.796,10.003
626.904,452.380,2,-122.407,37.78,11.029
638.960,280.363,2,-122.405,37.753,12.095
192.888,369.557,2,-122.479,37.767,12.844
198.916,350.444,5,-122.478,37.764,10.561
807.744,560.687,3,-122.377,37.797,21.281
578.680,516.090,5,-122.415,37.79,10.919
78.356,76.491,3,-122.498,37.721,23.611
626.904,331.331,2,-122.407,37.761,11.658
96.440,38.265,3,-122.495,37.715,18.611
108.496,44.636,5,-122.493,37.716,14.774
90.412,261.250,2,-122.496,37.75,11.597
229.056,324.960,2,-122.473,37.76,11.389
403.868,51.007,2,-122.444,37.717,11.366
144.664,395.041,5,-122.487,37.771,14.028
458.120,598.913,1,-122.435,37.803,9.961
771.576,471.493,3,-122.383,37.783,21.944
566.624,101.975,4,-122.417,37.725,33.333
566.624,509.719,5,-122.417,37.789,10.070
210.972,101.975,2,-122.476,37.725,13.036
210.972,509.719,3,-122.476,37.789,20.000
355.644,248.508,3,-122.452,37.748,17.083
259.196,133.830,5,-122.468,37.73,10.319
84.384,567.058,1,-122.497,37.798,9.167
843.912,528.832,2,-122.371,37.792,12.222
415.924,477.864,3,-122.442,37.784,20.417
421.952,127.459,3,-122.441,37.729,24.587
723.352,203.911,3,-122.391,37.741,24.444
30.132,235.766,5,-122.506,37.746,10.451
765.548,618.026,4,-122.384,37.806,38.056
42.188,324.960,5,-122.504,37.76,10.866
96.440,337.702,2,-122.495,37.762,11.667
446.064,337.702,5,-122.437,37.762,10.603
72.328,471.493,2,-122.499,37.783,12.222
644.988,477.864,5,-122.404,37.784,10.560
452.092,471.493,2,-122.436,37.783,13.310
789.660,159.314,1,-122.38,37.734,9.756
657.044,178.427,3,-122.402,37.737,20.358
608.820,108.346,2,-122.41,37.726,13.889
319.476,57.378,2,-122.458,37.718,11.528
560.596,242.137,3,-122.418,37.747,20.463
397.840,191.169,2,-122.445,37.739,11.111
464.148,598.913,2,-122.434,37.803,11.919
60.272,57.378,4,-122.501,37.718,31.111
819.800,522.461,2,-122.375,37.791,11.111
542.512,216.653,5,-122.421,37.743,10.029
295.364,286.734,5,-122.462,37.754,29.722
861.996,598.913,3,-122.368,37.803,20.833
687.184,51.007,5,-122.397,37.717,14.769
277.280,433.267,1,-122.465,37.777,9.718
421.952,356.815,5,-122.441,37.765,10.877
223.028,312.218,5,-122.474,37.758,10.294
96.440,152.943,2,-122.495,37.733,12.645
898.164,312.218,2,-122.362,37.758,12.778
343.588,133.830,1,-122.454,37.73,9.722
247.140,51.007,2,-122.47,37.717,12.500
156.720,216.653,1,-122.485,37.743,9.478
72.328,101.975,3,-122.499,37.725,24.167
319.476,579.800,2,-122.458,37.8,12.963
355.644,38.265,2,-122.452,37.715,11.217
452.092,101.975,5,-122.436,37.725,10.139
452.092,509.719,1,-122.436,37.789,9.915
795.688,516.090,3,-122.379,37.79,16.806
325.504,414.154,1,-122.457,37.774,9.904
602.792,172.056,5,-122.411,37.736,10.556
156.720,95.604,5,-122.485,37.724,14.787
765.548,312.218,3,-122.384,37.758,22.986
409.896,242.137,2,-122.443,37.747,11.789
355.644,337.702,2,-122.452,37.762,12.500
295.364,318.589,3,-122.462,37.759,21.944
283.308,598.913,3,-122.464,37.803,19.722
331.532,414.154,5,-122.456,37.774,10.707
644.988,12.781,5,-122.404,37.711,10.703
729.380,439.638,5,-122.39,37.778,10.209
482.232,382.299,1,-122.431,37.769,9.750
657.044,496.977,5,-122.402,37.787,10.624
663.072,299.476,3,-122.401,37.756,16.448
144.664,382.299,3,-122.487,37.769,16.944
584.708,452.380,5,-122.414,37.78,10.584
602.792,210.282,1,-122.411,37.742,9.537
96.440,248.508,5,-122.495,37.748,10.756
717.324,191.169,5,-122.392,37.739,10.786
566.624,471.493,1,-122.417,37.783,9.873
771.576,101.975,3,-122.383,37.725,15.833
771.576,509.719,3,-122.383,37.789,17.176
415.924,12.781,2,-122.442,37.711,11.806
584.708,331.331,3,-122.414,37.761,23.704
210.972,471.493,2,-122.476,37.783,12.315
813.772,407.783,3,-122.376,37.773,15.278
337.560,76.491,5,-122.455,37.721,10.417
391.812,197.540,2,-122.446,37.74,11.297
536.484,121.088,3,-122.422,37.728,21.945
150.692,331.331,5,-122.486,37.761,10.787
777.604,573.429,3,-122.382,37.799,20.710
500.316,420.525,2,-122.428,37.775,11.014
